id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,captive_cultivated,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_class_name,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name,taxon_subspecies_name
97843085,Sat Oct 09 2021 12:59:31 GMT-0400 (EDT),2021-10-09,2021-10-09 16:59:31 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:19:09 UTC,2021-10-11 01:11:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97843085,https://inaturalist-open-data.s3.amazonaws.com/photos/162789253/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0826221667,-68.7775116667,4,,,,4,,,false,,,fan clubmoss,Diphasiastrum digitatum,fan clubmoss,Plantae,122100,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,Diphasiastrum digitatum,
97843142,Sat Oct 09 2021 13:04:18 GMT-0400 (EDT),2021-10-09,2021-10-09 17:04:18 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:19:52 UTC,2022-06-20 00:12:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97843142,https://inaturalist-open-data.s3.amazonaws.com/photos/162789377/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0808055,-68.7739033333,4,,,,4,,,false,,,Woolly Alder Aphid,Prociphilus tessellatus,Woolly Alder Aphid,Insecta,143427,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Prociphilus,Prociphilus tessellatus,
97843171,Sat Oct 09 2021 13:04:36 GMT-0400 (EDT),2021-10-09,2021-10-09 17:04:36 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:20:25 UTC,2022-06-13 01:30:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97843171,https://inaturalist-open-data.s3.amazonaws.com/photos/162789420/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0808028333,-68.7739116667,4,,,,4,,open,false,,,swamp alder,Alnus incana rugosa,swamp alder,Plantae,54237,Plantae,Tracheophyta,Magnoliopsida,Fagales,Betulaceae,Alnus,Alnus incana,Alnus incana rugosa
97843314,Sat Oct 09 2021 13:06:12 GMT-0400 (EDT),2021-10-09,2021-10-09 17:06:12 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:22:02 UTC,2021-11-11 14:20:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97843314,https://inaturalist-open-data.s3.amazonaws.com/photos/162789716/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0803833333,-68.7732383333,4,,,,4,,open,false,,,black ash,Fraxinus nigra,black ash,Plantae,54807,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,Fraxinus nigra,
97844062,Sat Oct 09 2021 13:14:34 GMT-0400 (EDT),2021-10-09,2021-10-09 17:14:34 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:29:03 UTC,2022-06-20 00:12:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97844062,https://inaturalist-open-data.s3.amazonaws.com/photos/162791198/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0787916667,-68.7720033333,4,,,,4,,,false,,,Common Blue Wood Aster,Symphyotrichum cordifolium,Common Blue Wood Aster,Plantae,153441,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Symphyotrichum,Symphyotrichum cordifolium,
97844241,Sat Oct 09 2021 13:23:03 GMT-0400 (EDT),2021-10-09,2021-10-09 17:23:03 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:31:08 UTC,2022-06-20 00:13:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97844241,https://inaturalist-open-data.s3.amazonaws.com/photos/162791604/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0732471667,-68.7719883333,4,,,,4,,,false,,,virgin's-bower,Clematis virginiana,virgin's-bower,Plantae,62778,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis virginiana,
97845808,Sat Oct 09 2021 13:54:40 GMT-0400 (EDT),2021-10-09,2021-10-09 17:54:40 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:46:55 UTC,2021-12-12 05:03:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97845808,https://inaturalist-open-data.s3.amazonaws.com/photos/162800667/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0720471667,-68.7634416667,4,,,,4,,,false,,,northern bush honeysuckle,Diervilla lonicera,northern bush honeysuckle,Plantae,67983,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Diervilla,Diervilla lonicera,
97845918,Sat Oct 09 2021 13:38:10 GMT-0400 (EDT),2021-10-09,2021-10-09 17:38:10 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:48:22 UTC,2023-11-07 13:32:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97845918,https://inaturalist-open-data.s3.amazonaws.com/photos/162800969/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0724445,-68.7668216667,4,,,,4,,,false,,,American Yellow Fly Agaric,Amanita muscaria guessowii,American Yellow Fly Agaric,Fungi,321524,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,Amanita muscaria,
97846060,Sat Oct 09 2021 13:40:56 GMT-0400 (EDT),2021-10-09,2021-10-09 17:40:56 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:50:01 UTC,2021-10-11 02:32:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97846060,https://inaturalist-open-data.s3.amazonaws.com/photos/162803718/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0723388333,-68.7664416667,4,,,,4,,,false,,,American Royal Fern,Osmunda spectabilis,American Royal Fern,Plantae,1002684,Plantae,Tracheophyta,Polypodiopsida,Osmundales,Osmundaceae,Osmunda,Osmunda spectabilis,
97846277,Sat Oct 09 2021 13:42:06 GMT-0400 (EDT),2021-10-09,2021-10-09 17:42:06 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:52:15 UTC,2022-06-20 00:13:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97846277,https://inaturalist-open-data.s3.amazonaws.com/photos/162801795/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0720971667,-68.7663333333,4,,,,4,,,false,,,American fly-honeysuckle,Lonicera canadensis,American fly-honeysuckle,Plantae,119807,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera canadensis,
97846295,Sat Oct 09 2021 13:43:29 GMT-0400 (EDT),2021-10-09,2021-10-09 17:43:29 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 00:52:32 UTC,2022-06-20 00:14:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97846295,https://inaturalist-open-data.s3.amazonaws.com/photos/162802113/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0721083333,-68.7657866667,4,,,,4,,,false,,,giant puffball,Calvatia gigantea,giant puffball,Fungi,57692,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,Calvatia gigantea,
97849372,Sat Oct 09 2021 13:41:13 GMT-0400 (EDT),2021-10-09,2021-10-09 17:41:13 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:24:18 UTC,2023-02-20 05:49:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97849372,https://inaturalist-open-data.s3.amazonaws.com/photos/162801480/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0723028333,-68.766495,4,,,,4,,open,false,,,american witch-hazel,Hamamelis virginiana,common witch-hazel,Plantae,51970,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Hamamelidaceae,Hamamelis,Hamamelis virginiana,
97849867,Sat Oct 09 2021 15:07:56 GMT-0400 (EDT),2021-10-09,2021-10-09 19:07:56 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:30:05 UTC,2021-10-26 01:57:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97849867,https://inaturalist-open-data.s3.amazonaws.com/photos/162803783/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.0583416667,-68.7693116667,4,,,,4,,,false,,,fan clubmoss,Diphasiastrum digitatum,fan clubmoss,Plantae,122100,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Diphasiastrum,Diphasiastrum digitatum,
97850037,Sat Oct 09 2021 15:31:29 GMT-0400 (EDT),2021-10-09,2021-10-09 19:31:29 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:31:35 UTC,2021-12-25 22:40:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97850037,https://inaturalist-open-data.s3.amazonaws.com/photos/162802844/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Patten, ME, US",46.05175,-68.781205,4,,,,4,,,false,,,stag's-horn clubmoss,Lycopodium clavatum,stag's-horn clubmoss,Plantae,77914,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Lycopodium,Lycopodium clavatum,
97850165,Sat Oct 09 2021 16:32:30 GMT-0400 (EDT),2021-10-09,2021-10-09 20:32:30 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:32:40 UTC,2022-02-01 08:37:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97850165,https://inaturalist-open-data.s3.amazonaws.com/photos/162802892/medium.jpg,,false,"Penobscot County, US-ME, US",46.0764471667,-68.7950533333,4,,,,4,,,false,,,hairy Solomon's-seal,Polygonatum pubescens,hairy Solomon's-seal,Plantae,127322,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Polygonatum,Polygonatum pubescens,
97850327,Sun Oct 10 2021 13:11:19 GMT-0400 (EDT),2021-10-10,2021-10-10 17:11:19 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:34:42 UTC,2021-10-16 14:36:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97850327,https://inaturalist-open-data.s3.amazonaws.com/photos/162803307/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Stacyville, ME, US",45.9346916667,-68.76088,7,,,,7,,,false,,,Indian Cucumber Root,Medeola virginiana,Cucumber Root,Plantae,54924,Plantae,Tracheophyta,Liliopsida,Liliales,Liliaceae,Medeola,Medeola virginiana,
97850378,Sun Oct 10 2021 13:11:23 GMT-0400 (EDT),2021-10-10,2021-10-10 17:11:23 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:35:30 UTC,2021-11-11 04:08:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97850378,https://inaturalist-open-data.s3.amazonaws.com/photos/162803391/medium.jpg,,false,"Penobscot County, US-ME, US",45.9346616667,-68.760895,3,,,,3,,,false,,,hobblebush,Viburnum lantanoides,hobblebush,Plantae,63166,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,Viburnum lantanoides,
97850412,Sun Oct 10 2021 13:21:44 GMT-0400 (EDT),2021-10-10,2021-10-10 17:21:44 UTC,Eastern Time (US & Canada),43073,danspada,Daniel Spada,2021-10-11 01:36:01 UTC,2022-10-06 19:26:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97850412,https://inaturalist-open-data.s3.amazonaws.com/photos/162803477/medium.jpg,,false,"Penobscot County, US-ME, US",45.9329383333,-68.7591633333,4,,,,4,,,false,,,shining firmoss,Huperzia lucidula,shining firmoss,Plantae,82407,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Huperzia,Huperzia lucidula,
97901619,Fri Sep 10 2021 13:21:32 GMT-0400 (EDT),2021-09-10,2021-09-10 17:21:32 UTC,Eastern Time (US & Canada),1293654,pburling,,2021-10-11 15:40:43 UTC,2021-12-24 21:16:08 UTC,research,,https://www.inaturalist.org/observations/97901619,https://static.inaturalist.org/photos/162898451/medium.jpg,,false,"Penobscot County, US-ME, US",45.8665847024,-68.679250851,4,,,,4,,,false,,,pearly everlasting,Anaphalis margaritacea,pearly everlasting,Plantae,52833,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Anaphalis,Anaphalis margaritacea,
97901656,Fri Sep 10 2021 13:21:50 GMT-0400 (EDT),2021-09-10,2021-09-10 17:21:50 UTC,Eastern Time (US & Canada),1293654,pburling,,2021-10-11 15:41:07 UTC,2021-12-11 14:42:48 UTC,research,,https://www.inaturalist.org/observations/97901656,https://static.inaturalist.org/photos/162903255/medium.jpg,,false,"Penobscot County, US-ME, US",45.866607727,-68.679238558,4,,,,4,,,false,,,sheep laurel,Kalmia angustifolia,sheep laurel,Plantae,53041,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Kalmia,Kalmia angustifolia,
100319963,2021-09-04 10:58:22,2021-09-04,2021-09-04 14:58:22 UTC,Eastern Time (US & Canada),4798850,douglas_godard,Douglas Godard,2021-11-05 15:15:00 UTC,2021-11-25 15:13:11 UTC,research,,https://www.inaturalist.org/observations/100319963,https://static.inaturalist.org/photos/167419828/medium.jpeg,,false,"North Penobscot, ME, USA",45.8697338997,-68.7069879,,,,,,,,false,gps,gps,Dyer's Polypore,Phaeolus schweinitzii,Dyer's Polypore,Fungi,118084,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phaeolaceae,Phaeolus,Phaeolus schweinitzii,
100821655,2021/10/26 12:02 PM PDT,2021-10-26,2021-10-26 19:02:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-11 02:57:38 UTC,2021-11-11 02:57:38 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/100821655,https://inaturalist-open-data.s3.amazonaws.com/photos/168313472/medium.jpeg,,false,"Penobscot County, ME, USA",46.081455,-68.7735583333,,,,,,,,false,,,Woolly Alder Aphid,Prociphilus tessellatus,Woolly Alder Aphid,Insecta,143427,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Prociphilus,Prociphilus tessellatus,
101062918,2021/08/16 10:07 AM PDT,2021-08-16,2021-08-16 17:07:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-14 02:51:10 UTC,2023-09-19 01:50:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101062918,https://inaturalist-open-data.s3.amazonaws.com/photos/168736655/medium.jpeg,,false,"Penobscot County, ME, USA",45.9493593888,-68.7976949661,244,,,,244,,open,false,,,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,
101062919,2021/08/16 10:34 AM PDT,2021-08-16,2021-08-16 17:34:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-14 02:51:10 UTC,2021-11-14 02:51:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101062919,https://inaturalist-open-data.s3.amazonaws.com/photos/168736775/medium.jpeg,,false,"Penobscot County, ME, USA",45.9418766866,-68.776152565,700,,,,700,,,false,,,Cicadas,Cicadoidea,Cicadas,Insecta,50190,Animalia,Arthropoda,Insecta,Hemiptera,,,,
101062920,2021/08/16 10:38 AM PDT,2021-08-16,2021-08-16 17:38:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-14 02:51:11 UTC,2023-09-19 01:50:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101062920,https://inaturalist-open-data.s3.amazonaws.com/photos/168737091/medium.jpeg,,false,"Penobscot County, ME, USA",45.9404185865,-68.7728549811,985,,,,985,,open,false,,,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,Ursus americanus,
101062921,2021/08/16 1:15 PM PDT,2021-08-16,2021-08-16 20:15:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-14 02:51:11 UTC,2021-11-21 00:27:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101062921,https://inaturalist-open-data.s3.amazonaws.com/photos/168736943/medium.jpeg,,false,"Penobscot County, ME, USA",45.9335797634,-68.7587173123,370,,,,370,,open,false,,,Red-eyed Vireo,Setophaga castanea,Bay-breasted Warbler,Aves,145236,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga,Setophaga castanea,
101062922,2021/08/16 2:17 PM PDT,2021-08-16,2021-08-16 21:17:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-14 02:51:12 UTC,2023-09-19 01:40:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101062922,https://inaturalist-open-data.s3.amazonaws.com/photos/168737219/medium.jpeg,,false,"Penobscot County, ME, USA",45.9197288995,-68.763156253,64,,,,64,,,false,,,Green Frog,Lithobates clamitans,Green Frog,Amphibia,65982,Animalia,Chordata,Amphibia,Anura,Ranidae,Lithobates,Lithobates clamitans,
101063078,2021/08/16 5:22 PM PDT,2021-08-16,2021-08-17 00:22:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-14 02:54:04 UTC,2022-10-06 19:30:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101063078,https://inaturalist-open-data.s3.amazonaws.com/photos/168737578/medium.jpeg,,false,"Penobscot County, ME, USA",45.915455,-68.7600066667,,,,,,,,false,,,Broad-winged Bush Katydid,Scudderia pistillata,Broad-winged Bush Katydid,Insecta,230720,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,Scudderia,Scudderia pistillata,
101648333,Wed Jul 28 2021 14:38:09 GMT-0400 (EDT),2021-07-28,2021-07-28 18:38:09 UTC,Eastern Time (US & Canada),4532158,elizacal,Elizabeth Callahan,2021-11-21 20:29:27 UTC,2021-11-21 20:35:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101648333,https://inaturalist-open-data.s3.amazonaws.com/photos/169774759/medium.jpg,,false,"Katahdin Woods and Waters National Monument, Stacyville, ME, US",45.9764679055,-68.6914978027,5921,,,,5921,,open,false,,,"",Oclemena nemoralis,bog aster,Plantae,165770,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Oclemena,Oclemena nemoralis,
101660075,2021/07/31 3:11 PM PDT,2021-07-31,2021-07-31 22:11:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:15 UTC,2023-03-10 03:07:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101660075,https://inaturalist-open-data.s3.amazonaws.com/photos/169791319/medium.jpeg,,false,"Penobscot County, ME, USA",46.0658861111,-68.6210222222,,,,,,,,false,,,Atlantis Fritillary,Argynnis atlantis,Atlantis Fritillary,Insecta,1456640,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Argynnis,Argynnis atlantis,
101660088,2021/07/31 1:26 PM PDT,2021-07-31,2021-07-31 20:26:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:17 UTC,2021-11-30 13:47:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660088,https://inaturalist-open-data.s3.amazonaws.com/photos/169791347/medium.jpeg,,false,"Penobscot County, ME, USA",46.070455,-68.6342083333,,,,,,,,false,,,virgin's-bower,Clematis virginiana,virgin's-bower,Plantae,62778,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis virginiana,
101660090,2021/07/31 12:45 PM PDT,2021-07-31,2021-07-31 19:45:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:17 UTC,2022-11-03 04:53:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660090,https://inaturalist-open-data.s3.amazonaws.com/photos/169791392/medium.jpeg,,false,"Penobscot County, ME, USA",46.07082,-68.6343033333,,,,,,,open,false,,,spotted Joe-Pye weed,Eutrochium maculatum,spotted Joe-Pye weed,Plantae,117440,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Eutrochium,Eutrochium maculatum,
101660092,2021/07/31 12:46 PM PDT,2021-07-31,2021-07-31 19:46:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:17 UTC,2021-11-22 16:22:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660092,https://inaturalist-open-data.s3.amazonaws.com/photos/169791402/medium.jpeg,,false,"Penobscot County, ME, USA",46.0707666667,-68.6343033333,,,,,,,open,false,,,cardinal flower,Lobelia cardinalis,cardinal flower,Plantae,48038,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Lobelia,Lobelia cardinalis,
101660105,2021/07/31 1:27 PM PDT,2021-07-31,2021-07-31 20:27:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:18 UTC,2022-02-28 03:26:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660105,https://inaturalist-open-data.s3.amazonaws.com/photos/169791463/medium.jpeg,,false,"Penobscot County, ME, USA",46.0705066667,-68.6343033333,,,,,,,open,false,,,fringed loosestrife,Lysimachia ciliata,fringed loosestrife,Plantae,62441,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia ciliata,
101660107,2021/07/31 1:21 PM PDT,2021-07-31,2021-07-31 20:21:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:19 UTC,2022-09-26 21:29:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660107,https://inaturalist-open-data.s3.amazonaws.com/photos/169791481/medium.jpeg,,false,"Penobscot County, ME, USA",46.0707833333,-68.6343533333,,,,,,,,false,,,American cornmint,Mentha canadensis,wild mint,Plantae,77991,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha canadensis,
101660109,2021/07/31 12:49 PM PDT,2021-07-31,2021-07-31 19:49:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:19 UTC,2022-03-05 13:51:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660109,https://inaturalist-open-data.s3.amazonaws.com/photos/169791543/medium.jpeg,,false,"Penobscot County, ME, USA",46.07091,-68.634335,,,,,,,open,false,,,Allegheny monkeyflower,Mimulus ringens,Allegheny monkeyflower,Plantae,62399,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Phrymaceae,Mimulus,Mimulus ringens,
101660118,2021/07/31 12:48 PM PDT,2021-07-31,2021-07-31 19:48:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:20 UTC,2022-11-03 04:56:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660118,https://inaturalist-open-data.s3.amazonaws.com/photos/169791571/medium.jpeg,,false,"Penobscot County, ME, USA",46.07077,-68.6342983333,,,,,,,open,false,,,Lesser Spearwort,Ranunculus flammula,Lesser Spearwort,Plantae,67826,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus flammula,
101660121,2021/07/31 12:46 PM PDT,2021-07-31,2021-07-31 19:46:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:20 UTC,2021-11-21 22:48:20 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101660121,https://inaturalist-open-data.s3.amazonaws.com/photos/169791592/medium.jpeg,,false,"Penobscot County, ME, USA",46.070725,-68.6342816667,,,,,,,open,false,,,Water Parsnip,Sium suave,water parsnip,Plantae,79131,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Sium,Sium suave,
101660132,2021/07/31 1:30 PM PDT,2021-07-31,2021-07-31 20:30:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:22 UTC,2023-04-09 13:58:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660132,https://inaturalist-open-data.s3.amazonaws.com/photos/169791628/medium.jpeg,,false,"Penobscot County, ME, USA",46.0706466667,-68.63437,,,,,,,,false,,,prairie woundwort,Stachys pilosa,prairie woundwort,Plantae,79192,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Stachys,Stachys pilosa,
101660135,2021/07/31 12:47 PM PDT,2021-07-31,2021-07-31 19:47:00 UTC,Pacific Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-21 22:48:22 UTC,2021-11-22 07:53:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101660135,https://inaturalist-open-data.s3.amazonaws.com/photos/169791650/medium.jpeg,,false,"Penobscot County, ME, USA",46.0707183333,-68.6343516667,,,,,,,open,false,,,Schild-Ehrenpreis,Veronica scutellata,Marsh Speedwell,Plantae,61112,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica scutellata,
101920366,2021/05/14 1:34 PM EDT,2021-05-14,2021-05-14 17:34:00 UTC,Eastern Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-26 03:20:06 UTC,2022-02-27 04:25:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101920366,https://inaturalist-open-data.s3.amazonaws.com/photos/170273618/medium.jpeg,,false,"Penobscot County, ME, USA",46.072885,-68.7683483333,,,,,,,,false,,,Appalachian Rockcap Fern,Polypodium appalachianum,Appalachian rockcap fern,Plantae,54409,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Polypodium,Polypodium appalachianum,
101920367,2021/05/14 1:57 PM EDT,2021-05-14,2021-05-14 17:57:00 UTC,Eastern Time (US & Canada),242433,tulipifera-ike,Tulipifera-ike,2021-11-26 03:20:06 UTC,2021-12-11 14:39:09 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/101920367,https://inaturalist-open-data.s3.amazonaws.com/photos/170273650/medium.jpeg,,false,"Penobscot County, ME, USA",46.0688383333,-68.7626383333,,,,,,,,false,,,Mustard White,Pieris oleracea,Mustard White,Insecta,198821,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,Pieris oleracea,
