"scientific.name","common.name","observed.on","location","listing.status","latitude","longitude","url"
"Falco peregrinus","Peregrine Falcon","2006-06-19","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-06-21","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-06-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-06-29","Acadia NP--Park Loop Road","state endangered",44.3469312,-68.1873322,NA
"Falco peregrinus","Peregrine Falcon","2006-06-22","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-06-22","Acadia National Park","state endangered",44.3216934,-68.2285072,NA
"Falco peregrinus","Peregrine Falcon","2006-06-19","Maine; Acadia Nat Park","state endangered",44.3439849,-68.204155,NA
"Falco peregrinus","Peregrine Falcon","2006-06-27","Acadia NP Champlain Overlook","state endangered",44.3585554,-68.1881655,NA
"Alca torda","Razorbill","2006-06-24","Acadia National Park - Schoodic Point","state threatened",44.33056,-68.04944,NA
"Bartramia longicauda","Upland Sandpiper","2006-06-20","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Bartramia longicauda","Upland Sandpiper","2006-06-22","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Bartramia longicauda","Upland Sandpiper","2006-06-24","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2006-07-31","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-07-03","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-07-01","Acadia NP--Beech Mountain and Beech Cliff Trails","state endangered",44.3146368,-68.3434689,NA
"Falco peregrinus","Peregrine Falcon","2006-07-27","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-07-04","Acadia NP--Western Mountain Road","state endangered",44.2833961,-68.3667183,NA
"Falco peregrinus","Peregrine Falcon","2006-07-14","Acadia NP--Thompson Island","state endangered",44.4267926,-68.3651733,NA
"Falco peregrinus","Peregrine Falcon","2006-07-01","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2006-08-19","Acadia NP--Seawall Picnic Area","state endangered",44.2373,-68.3025,NA
"Falco peregrinus","Peregrine Falcon","2006-08-10","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2006-09-29","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Histrionicus histrionicus","Harlequin Duck","2006-10-21","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2006-10-09","South Ridge Trail, ANP","state endangered",44.3325833,-68.2222919,NA
"Aquila chrysaetos","Golden Eagle","2006-11-12","Acadia NP--Schoodic Peninsula","state endangered",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2006-12-29","Schoodic Point, Arcadia N.P.","state threatened",44.332404,-68.060664,NA
"Falco peregrinus","Peregrine Falcon","2006-12-09","Acadia NP - Great Head","state endangered",44.3281462,-68.1749725,NA
"Histrionicus histrionicus","Harlequin Duck","2007-03-31","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2007-03-03","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2007-04-03","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2007-04-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2007-04-01","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2007-04-01","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2007-04-01","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Alca torda","Razorbill","2007-04-18","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Sterna paradisaea","Arctic Tern","2007-06-26","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2007-06-26","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2007-06-15","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2007-06-02","Acadia NP, Maine","state endangered",44.331216,-68.2673264,NA
"Falco peregrinus","Peregrine Falcon","2007-06-16","Champlain Mountain, Mount Desert Island, ME","state endangered",44.3521482,-68.1946063,NA
"Falco peregrinus","Peregrine Falcon","2007-06-27","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Alca torda","Razorbill","2007-06-26","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2007-07-26","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2007-07-14","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2007-08-10","Acadia NP--Dorr Point and Compass Harbor","state threatened",44.375481,-68.1922996,NA
"Falco peregrinus","Peregrine Falcon","2007-09-15","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2007-09-29","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Alca torda","Razorbill","2007-09-15","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2007-10-31","sea walk, Acadia","state endangered",44.3146482,-68.190547,NA
"Falco peregrinus","Peregrine Falcon","2007-10-02","Dorr Mountail","state endangered",44.3547095,-68.2147121,NA
"Falco peregrinus","Peregrine Falcon","2007-10-02","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Histrionicus histrionicus","Harlequin Duck","2007-11-19","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2007-11-13","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Histrionicus histrionicus","Harlequin Duck","2007-12-27","Ocean Drive section Acadia NP","state threatened",44.3153124,-68.1902933,NA
"Falco peregrinus","Peregrine Falcon","2007-12-23","Long Pond Pumping Station","state endangered",44.300125,-68.3509,NA
"Alca torda","Razorbill","2007-12-24","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2008-01-27","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-03-13","Acadia NP--Sand Beach","state endangered",44.3292206,-68.1822252,NA
"Falco peregrinus","Peregrine Falcon","2008-05-27","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-05-30","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Nycticorax nycticorax","Black-crowned Night Heron","2008-06-14","acadia national park","state endangered",44.3689929,-68.2054424,NA
"Falco peregrinus","Peregrine Falcon","2008-06-13","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-06-08","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-06-15","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2008-06-14","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Sterna paradisaea","Arctic Tern","2008-07-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Fratercula arctica","Atlantic Puffin","2008-07-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Fratercula arctica","Atlantic Puffin","2008-07-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2008-07-16","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-03","Champlain Mtn, Acadia National Park, ME","state endangered",44.3469312,-68.1907654,NA
"Falco peregrinus","Peregrine Falcon","2008-07-06","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2008-07-14","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-12","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-26","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-03","frenchmans bay","state endangered",44.3874275,-68.1787491,NA
"Falco peregrinus","Peregrine Falcon","2008-07-03","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-20","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-19","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-07-02","acadia national park","state endangered",44.3386444,-68.1846714,NA
"Alca torda","Razorbill","2008-07-26","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2008-08-13","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-08-17","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-08-17","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2008-08-13","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Alca torda","Razorbill","2008-08-17","Acadia NP & North East Harbor area","state threatened",44.3386074,-68.273136,NA
"Falco peregrinus","Peregrine Falcon","2008-09-12","Acadia NP--Ship Harbor Trail","state endangered",44.2316668,-68.3256161,NA
"Falco peregrinus","Peregrine Falcon","2008-09-11","Acadia NP - Seawall Area","state endangered",44.2407104,-68.3071411,NA
"Falco peregrinus","Peregrine Falcon","2008-10-05","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2008-10-11","Bear Brook Trail, Mt. Champlain, ANP","state endangered",44.3606172,-68.1912804,NA
"Falco peregrinus","Peregrine Falcon","2008-10-03","Acadia NP--Blueberry Hill","state endangered",44.3386398,-68.0454782,NA
"Falco peregrinus","Peregrine Falcon","2008-10-05","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2008-10-13","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2008-10-03","Acadia NP--Blueberry Hill","state endangered",44.3386398,-68.0454782,NA
"Histrionicus histrionicus","Harlequin Duck","2009-02-07","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2009-04-03","Acadia NP--Seawall Pond","state threatened",44.2426166,-68.299427,NA
"Falco peregrinus","Peregrine Falcon","2009-05-19","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-05-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-05-20","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-05-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-05-17","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-05-18","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2009-06-12","Acadia NP--Schooner Head Overlook","state threatened",44.3396485,-68.1772259,NA
"Falco peregrinus","Peregrine Falcon","2009-06-25","Acadia NP Maine","state endangered",44.3427683,-68.2723251,NA
"Falco peregrinus","Peregrine Falcon","2009-06-12","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-06-02","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2009-06-25","Acadia NP--Great Head","state endangered",44.3289251,-68.1741893,NA
"Alca torda","Razorbill","2009-06-12","Acadia NP--Schooner Head Overlook","state threatened",44.3396485,-68.1772259,NA
"Fratercula arctica","Atlantic Puffin","2009-07-10","Acadia NP","state threatened",44.3401344,-68.2357615,NA
"Falco peregrinus","Peregrine Falcon","2009-07-09","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-07-02","Mt. Desert Island (Beech Cliffs and Beech Mountain)","state endangered",44.3172775,-68.3402824,NA
"Falco peregrinus","Peregrine Falcon","2009-07-14","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-07-04","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-07-10","Acadia NP--Gorham Mountain","state endangered",44.328269,-68.1930828,NA
"Falco peregrinus","Peregrine Falcon","2009-07-10","Acadia NP--Gorham Mountain","state endangered",44.328269,-68.1930828,NA
"Falco peregrinus","Peregrine Falcon","2009-07-01","Mt. Desert Island (Champlain Mountain)","state endangered",44.3494477,-68.1911945,NA
"Falco peregrinus","Peregrine Falcon","2009-07-02","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2009-07-04","Mt. Desert Island (Precipice)","state endangered",44.3494324,-68.1882977,NA
"Falco peregrinus","Peregrine Falcon","2009-07-11","Arcadia NP: Peregrine Cliffs","state endangered",44.3416724,-68.2074601,NA
"Falco peregrinus","Peregrine Falcon","2009-08-01","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2009-08-01","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Histrionicus histrionicus","Harlequin Duck","2010-01-02","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2010-02-27","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2010-02-27","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2010-03-07","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2010-04-13","Great Head, Acadia NP, ME","state threatened",44.328269,-68.1766891,NA
"Falco peregrinus","Peregrine Falcon","2010-05-21","Acadia National Park","state endangered",44.3323825,-68.2460403,NA
"Falco peregrinus","Peregrine Falcon","2010-05-26","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Fratercula arctica","Atlantic Puffin","2010-06-30","Acadia NP--Otter Point","state threatened",44.3072668,-68.1901217,NA
"Falco peregrinus","Peregrine Falcon","2010-06-13","MDI - southwestern area","state endangered",44.2781461,-68.3553886,NA
"Falco peregrinus","Peregrine Falcon","2010-06-20","ME, Acadia National Park","state endangered",44.357733,-68.2759094,NA
"Falco peregrinus","Peregrine Falcon","2010-06-21","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2010-06-29","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2010-06-18","Acadia National Park, Precipice parking area","state endangered",44.3493863,-68.1878257,NA
"Falco peregrinus","Peregrine Falcon","2010-06-29","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2010-06-16","Acadia NP - Beehive/Bowl Trail Loop","state endangered",44.3331807,-68.1883192,NA
"Falco peregrinus","Peregrine Falcon","2010-06-16","Acadia NP","state endangered",44.3081267,-68.2333374,NA
"Falco peregrinus","Peregrine Falcon","2010-06-13","MDI - southwestern area","state endangered",44.2781461,-68.3553886,NA
"Alca torda","Razorbill","2010-06-30","Acadia NP--Otter Point","state threatened",44.3072668,-68.1901217,NA
"Fratercula arctica","Atlantic Puffin","2010-07-15","Acadia NP--Precipice Trail","state threatened",44.3547872,-68.1897354,NA
"Fratercula arctica","Atlantic Puffin","2010-07-15","Acadia NP--Precipice Trail","state threatened",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2010-07-05","Precipice Nesting Site","state endangered",44.3433296,-68.1856477,NA
"Falco peregrinus","Peregrine Falcon","2010-07-09","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2010-07-28","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2010-07-06","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2010-07-26","Acadia NP--Precipice Trail Overlook","state endangered",44.3494526,-68.1878144,NA
"Falco peregrinus","Peregrine Falcon","2010-07-28","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2010-08-10","Acadia NP--Ship Harbor Trail","state endangered",44.2316668,-68.3256161,NA
"Falco peregrinus","Peregrine Falcon","2010-08-21","Wildwood Stables","state endangered",44.3148786,-68.2359391,NA
"Falco peregrinus","Peregrine Falcon","2010-08-11","Acadia NP--Thunder Hole","state endangered",44.320651,-68.1887506,NA
"Histrionicus histrionicus","Harlequin Duck","2010-09-30","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2010-09-03","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2010-09-03","Acadia NP--Wonderland Trail","state endangered",44.233752,-68.3198708,NA
"Falco peregrinus","Peregrine Falcon","2010-09-19","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2010-09-16","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2010-09-11","Acadia NP--Jordan Pond Path","state endangered",44.3242409,-68.2499805,NA
"Falco peregrinus","Peregrine Falcon","2010-09-20","Acadia NP--Seawall Picnic Area","state endangered",44.2373,-68.3025,NA
"Bucephala islandica","Barrow's Goldeneye","2011-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Bucephala islandica","Barrow's Goldeneye","2011-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2011-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2011-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2011-01-29","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2011-02-13","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2011-04-23","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2011-04-17","Acadia NP--Seawall Picnic Area","state endangered",44.2373,-68.3025,NA
"Falco peregrinus","Peregrine Falcon","2011-05-29","Acadia NP -- Headquarters, Hancock, ME","state endangered",44.373349,-68.2593441,NA
"Falco peregrinus","Peregrine Falcon","2011-05-23","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2011-05-03","Fernald Pt., SW Harbor","state endangered",44.298958,-68.311584,NA
"Falco peregrinus","Peregrine Falcon","2011-05-30","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Alca torda","Razorbill","2011-05-06","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Fratercula arctica","Atlantic Puffin","2011-06-03","Schooner Head - Acadia NP","state threatened",44.3393197,-68.1778049,NA
"Falco peregrinus","Peregrine Falcon","2011-06-10","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2011-06-04","Acadia NP -- Beaver Dam Pond","state endangered",44.3621513,-68.1964302,NA
"Falco peregrinus","Peregrine Falcon","2011-06-01","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2011-06-09","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2011-06-20","Acadia NP--Ocean Drive","state endangered",44.3231322,-68.1873536,NA
"Falco peregrinus","Peregrine Falcon","2011-06-05","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2011-06-03","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2011-06-01","Mt. Sauveur / Valley Cove Trails - Acadia NP","state endangered",44.3109519,-68.3220863,NA
"Falco peregrinus","Peregrine Falcon","2011-06-05","Schooner Head - Acadia NP","state endangered",44.3393197,-68.1778049,NA
"Falco peregrinus","Peregrine Falcon","2011-06-26","Acadia NP--Park Loop Road","state endangered",44.4057337,-68.2371998,NA
"Alca torda","Razorbill","2011-06-26","Acadia NP (please use more specific location if possible)","state threatened",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2011-07-10","Canada Cliffs Trail","state endangered",44.31489,-68.3443,NA
"Falco peregrinus","Peregrine Falcon","2011-07-01","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Sterna paradisaea","Arctic Tern","2011-08-20","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2011-09-10","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Falco peregrinus","Peregrine Falcon","2011-09-28","Sand Beach to Otter Cove 2011","state endangered",44.3248919,-68.1868258,NA
"Falco peregrinus","Peregrine Falcon","2011-10-14","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Alca torda","Razorbill","2012-01-29","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2012-01-16","Park Loop Road overlooking Sand Beach, Mount Desert Island, ME","state threatened",44.3284787,-68.1848626,NA
"Bucephala islandica","Barrow's Goldeneye","2012-02-01","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-02-17","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-02-17","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-02-17","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-02-17","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-02-15","Acadia NP--Schoodic Point","state threatened",44.3324746,-68.0603456,NA
"Histrionicus histrionicus","Harlequin Duck","2012-03-04","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-03-04","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-03-26","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Falco peregrinus","Peregrine Falcon","2012-03-18","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-03-18","Acadia NP--Cadillac Mountain","state endangered",44.3534831,-68.2260418,NA
"Alca torda","Razorbill","2012-03-04","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Alca torda","Razorbill","2012-03-04","Acadia NP--Schoodic Peninsula","state threatened",44.3403019,-68.0582428,NA
"Histrionicus histrionicus","Harlequin Duck","2012-05-01","Acadia NP--Blackwoods Campground","state threatened",44.3096007,-68.2040691,NA
"Histrionicus histrionicus","Harlequin Duck","2012-05-01","Acadia NP--Blackwoods Campground","state threatened",44.3096007,-68.2040691,NA
"Falco peregrinus","Peregrine Falcon","2012-05-27","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-31","Pretty Marsh picnic area","state endangered",44.3319528,-68.4046555,NA
"Falco peregrinus","Peregrine Falcon","2012-05-12","Acadia NP--Schoodic Point","state endangered",44.3324746,-68.0603456,NA
"Falco peregrinus","Peregrine Falcon","2012-05-23","Road Scholar Day 4 Valley Cove ","state endangered",44.3058413,-68.3162224,NA
"Falco peregrinus","Peregrine Falcon","2012-05-31","Pretty Marsh picnic area","state endangered",44.3319528,-68.4046555,NA
"Falco peregrinus","Peregrine Falcon","2012-05-26","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-22","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
"Falco peregrinus","Peregrine Falcon","2012-05-27","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-31","Acadia Nat. Park Pretty Marsh ","state endangered",44.33262,-68.404408,NA
"Falco peregrinus","Peregrine Falcon","2012-05-31","Pretty Marsh picnic area","state endangered",44.3319528,-68.4046555,NA
"Falco peregrinus","Peregrine Falcon","2012-05-18","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-30","Acadia NP--Precipice Trail","state endangered",44.3547872,-68.1897354,NA
"Falco peregrinus","Peregrine Falcon","2012-05-31","Acadia NP (please use more specific location if possible)","state endangered",44.3385984,-68.2733291,NA
