"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"bird's-foot trefoil","Lotus corniculatus","2022-06-30","Acadia National Park, Birch Harbor, ME, US",44.3372033333,-68.0616611667,"All observations"
"Roseroot","Rhodiola rosea","2022-06-29","Acadia National Park, Bar Harbor, ME, US",44.3623987679,-68.2084181719,"All observations"
"common heather","Calluna vulgaris","2022-06-29","Acadia National Park, Mount Desert, ME, US",44.319455,-68.3169333333,"All observations"
"Roseroot","Rhodiola rosea","2022-06-28","Acadia National Park, Winter Harbor, ME, US",44.3322033333,-68.050925,"All observations"
"Roseroot","Rhodiola rosea","2022-06-28","Acadia National Park, Winter Harbor, ME, US",44.3321033333,-68.0508888333,"All observations"
"Solomon's plume","Maianthemum racemosum","2022-06-28","Acadia National Park, Bar Harbor, ME, US",44.3638083333,-68.2103283333,"All observations"
"Cucumber Root","Medeola virginiana","2022-06-28","Acadia National Park, Bar Harbor, ME, US",44.3661083333,-68.2125633333,"All observations"
"purple crownvetch","Securigera varia","2022-06-28","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3671970517,-68.2055975274,"All observations"
"rock harlequin","Capnoides sempervirens","2022-06-28","Bar Harbor, ME 04609, USA",44.4016406,-68.2383765997,"All observations"
"common milkweed","Asclepias syriaca","2022-06-28","Bar Harbor, ME 04609, USA",44.3978012997,-68.2087472997,"All observations"
"eastern poison ivy","Toxicodendron radicans","2022-06-26","Bar Harbor, ME 04609, USA",44.3146916667,-68.1908555556,"All observations"
"common milkweed","Asclepias syriaca","2022-06-24","Acadia National Park, Bar Harbor, ME, US",44.3973916667,-68.20983,"All observations"
"Roseroot","Rhodiola rosea","2022-06-22","Acadia National Park, Winter Harbor, ME, US",44.3324133333,-68.0510333333,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-22","Southwest Harbor",44.2326965332,-68.3184204102,"All observations"
"Monarch","Danaus plexippus","2022-06-22","Acadia National Park, Bar Harbor, ME, US",44.3989744742,-68.2057785652,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2022-06-22","Acadia National Park, Mount Desert, ME, US",44.3174466667,-68.2720033333,"All observations"
"Roseroot","Rhodiola rosea","2022-06-21","Acadia National Park, Winter Harbor, ME, US",44.3320043106,-68.0504938123,"All observations"
"purple crownvetch","Securigera varia","2022-06-21","Acadia National Park, Bar Harbor, ME, US",44.3274533333,-68.1853116667,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.3397195551,-68.0612542289,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.3360428469,-68.0585214673,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-18","Acadia National Park, Birch Harbor, ME, US",44.3383229246,-68.0593834446,"All observations"
"Sea Milkwort","Lysimachia maritima","2022-06-18","Acadia National Park, Hancock County, US-ME, US",44.3407476481,-68.0658836965,"All observations"
"purple crownvetch","Securigera varia","2022-06-18","Acadia National Park, Bar Harbor, ME, US",44.3526916667,-68.2259916667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-18","Acadia National Park, Southwest Harbor, ME, US",44.2272216667,-68.320795,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-17","Acadia National Park, Birch Harbor, ME, US",44.3387950156,-68.0593788588,"All observations"
"Roseroot","Rhodiola rosea","2022-06-16","Winter Harbor, ME, USA",44.3355361111,-68.0664583333,"All observations"
"Roseroot","Rhodiola rosea","2022-06-15","Winter Harbor, ME 04693, USA",44.335962,-68.0668189722,"All observations"
"eastern poison ivy","Toxicodendron radicans","2022-06-14","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3357353777,-68.057166743,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-12","Bar Harbor",44.3392372131,-68.2090072632,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-12","Mt Desert, ME 04660, USA",44.3244688997,-68.2199602,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME 04693, USA",44.3334639722,-68.063258,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME 04693, USA",44.3334559722,-68.06332,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME 04693, USA",44.3333349722,-68.063162,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME, USA",44.3331278216,-68.062589562,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME, USA",44.333041994,-68.0625495661,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME, USA",44.3329782482,-68.0626174002,"All observations"
"Roseroot","Rhodiola rosea","2022-06-12","Winter Harbor, ME, USA",44.3329940145,-68.0625991344,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-11","Acadia National Park, Southwest Harbor, ME, US",44.2316666667,-68.3152616667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-11","Southwest Harbor, ME 04679, USA",44.2329689722,-68.3193899722,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-11","Mt Desert, ME 04660, USA",44.3521509722,-68.293997,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-11","Mt Desert, ME 04660, USA",44.3515259722,-68.289859,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2022-06-11","Mt Desert, ME 04660, USA",44.3476951035,-68.2879227027,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-11","Acadia National Park, Mount Desert, ME, US",44.3202221607,-68.2951195471,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-10","Mt Desert, ME 04660, USA",44.3115472222,-68.2002277778,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-09","Acadia National Park, Southwest Harbor, ME, US",44.2532084319,-68.3348535003,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-07","Southwest Harbor, ME 04679, USA",44.2316830965,-68.3152165264,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-07","Acadia National Park, Southwest Harbor, ME, US",44.2326916667,-68.3184583333,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-07","Acadia National Park, Birch Harbor, ME, US",44.3388216667,-68.0593111667,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-07","Acadia National Park, Birch Harbor, ME, US",44.3388333333,-68.0593028333,"All observations"
"marsh marigold","Caltha palustris","2022-06-05","Acadia National Park, Bar Harbor, ME, US",44.3628326526,-68.2079347349,"All observations"
"Roseroot","Rhodiola rosea","2022-06-05","Acadia National Park, Bar Harbor, ME, US",44.3624408464,-68.2083096243,"All observations"
"Roseroot","Rhodiola rosea","2022-06-04","Acadia National Park, Birch Harbor, ME, US",44.3351083333,-68.0656971667,"All observations"
"eastern poison ivy","Toxicodendron radicans","2022-06-04","Bar Harbor, ME 04609, USA",44.3726276,-68.2162403,"All observations"
"rock harlequin","Capnoides sempervirens","2022-06-03","Acadia National Park, Bar Harbor, ME, US",44.4016012384,-68.2383463407,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-03","Acadia National Park, Bar Harbor, ME, US",44.4015572688,-68.2383261432,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-03","Bar Harbor, ME 04609, USA",44.35241388,-68.20837288,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-03","Bar Harbor, ME, USA",44.3524108398,-68.2083641213,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-03","Southwest Harbor, ME, USA",44.233508473,-68.3202386424,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-03","Southwest Harbor, ME, USA",44.233508473,-68.3202386424,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-03","Southwest Harbor, ME, USA",44.233508473,-68.3202386424,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-02","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3249473572,-68.2502822876,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-06-01","Acadia National Park, Bar Harbor, ME, US",44.40162,-68.23842,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-01","Isle Au Haut, ME 04645, USA",44.0536019997,-68.6391255,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-06-01","Acadia National Park, Southwest Harbor, ME, US",44.2420366667,-68.3209783333,"All observations"
"rock harlequin","Capnoides sempervirens","2022-06-01","Acadia National Park, Mount Desert, ME, US",44.32655,-68.2936783333,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-05-31","Acadia National Park, Mount Desert, ME, US",44.3249166667,-68.25032,"All observations"
"common milkweed","Asclepias syriaca","2022-05-31","Bar Harbor, ME 04609, USA",44.39754966,-68.20949229,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-05-31","Acadia National Park, Mount Desert, ME, US",44.3226083333,-68.29622,"All observations"
"common milkweed","Asclepias syriaca","2022-05-31","Gouldsboro, ME, USA",44.3976185824,-68.2093379355,"All observations"
"painted trillium","Trillium undulatum","2022-05-31","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3501388889,-68.2510694444,"All observations"
"painted trillium","Trillium undulatum","2022-05-30","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3156913668,-68.3430354763,"All observations"
"Roseroot","Rhodiola rosea","2022-05-28","Acadia National Park, Birch Harbor, ME, US",44.336005,-68.0669555,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-05-26","Mt Desert, ME 04660, USA",44.32829394,-68.22042386,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-05-26","Acadia National Park, Mount Desert, ME, US",44.3283223082,-68.2202728652,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2022-05-26","Acadia National Park, Bar Harbor, ME, US",44.3625116667,-68.2080616667,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-05-25","Acadia National Park, Bar Harbor, ME, US",44.3907946861,-68.2562077605,"All observations"
"pink lady's slipper","Cypripedium acaule","2022-05-25","Acadia National Park, Bar Harbor, ME, US",44.3614533333,-68.2311466667,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-05-19","Acadia National Park, Southwest Harbor, ME, US",44.2350173868,-68.3198093065,"All observations"
"hairy Solomon's-seal","Polygonatum pubescens","2022-05-17","Mt Desert, ME 04660, USA",44.34114059,-68.25162598,"All observations"
"hairy Solomon's-seal","Polygonatum pubescens","2022-05-17","Acadia National Park, Mount Desert, ME, US",44.3391458221,-68.2604224895,"All observations"
"Roseroot","Rhodiola rosea","2022-05-14","Winter Harbor, ME 04693, USA",44.3333719167,-68.0631814444,"All observations"
"Roseroot","Rhodiola rosea","2022-05-14","Winter Harbor, ME 04693, USA",44.33216825,-68.05088725,"All observations"
"Roseroot","Rhodiola rosea","2022-05-12","Acadia National Park, Birch Harbor, ME, US",44.3333262905,-68.0630893853,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2022-05-12","Bar Harbor, ME 04609, USA",44.3588636944,-68.2199654444,"All observations"
"marsh marigold","Caltha palustris","2022-05-11","Bar Harbor",44.3627586365,-68.2079544067,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Northeast Harbor, ME 04662, USA",44.314751,-68.288561,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Northeast Harbor, ME 04662, USA",44.3149293997,-68.2882939997,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2022-05-09","Mt Desert, ME 04660, USA",44.3159819722,-68.287923,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.32354,-68.2844189722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.32354,-68.2844189722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3235999722,-68.2844359722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3235999722,-68.2844359722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3236419722,-68.2844929722,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2022-05-09","Mt Desert, ME 04660, USA",44.3250159722,-68.2845319722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.325794,-68.286799,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.324089,-68.2911289722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.324089,-68.2911289722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.324089,-68.2911289722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3240959722,-68.291189,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3240959722,-68.291189,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3240959722,-68.291189,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3155969722,-68.2889129722,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Mt Desert, ME 04660, USA",44.3147659722,-68.289309,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Northeast Harbor, ME 04662, USA",44.314337,-68.28918,"All observations"
"trailing arbutus","Epigaea repens","2022-05-09","Northeast Harbor, ME 04662, USA",44.314337,-68.28918,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2022-05-09","Mt Desert, ME, USA",44.3149021819,-68.2884087806,"All observations"
"trailing arbutus","Epigaea repens","2022-05-08","Acadia National Park, Mount Desert, ME, US",44.3289633333,-68.284005,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-05-06","Mount Desert Island, Southwest Harbor, ME, US",44.2270666667,-68.32093,"All observations"
"marsh marigold","Caltha palustris","2022-05-05","Bar Harbor, ME 04609, USA",44.3627713997,-68.2079683,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-05-03","Bass Harbor Marsh",44.2587226347,-68.3408507332,"All observations"
"trailing arbutus","Epigaea repens","2022-04-28","Bar Harbor, ME 04609, USA",44.3922216944,-68.2346831944,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-04-28","Acadia National Park, Southwest Harbor, ME, US",44.23817067,-68.3026417124,"All observations"
"trailing arbutus","Epigaea repens","2022-04-25","Acadia National Park, Bar Harbor, ME, US",44.3801533333,-68.2545616667,"All observations"
"trailing arbutus","Epigaea repens","2022-04-24","Mt Desert, ME 04660, USA",44.33072275,-68.2734228889,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-04-23","Acadia National Park, Bar Harbor, ME, US",44.3620416667,-68.2078383333,"All observations"
"trailing arbutus","Epigaea repens","2022-04-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.361645,-68.2565216667,"All observations"
"trailing arbutus","Epigaea repens","2022-04-20","Acadia National Park, Bar Harbor, ME, US",44.3909916667,-68.2365333333,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-04-20","Mount Desert Island, Southwest Harbor, ME, US",44.2271716667,-68.32093,"All observations"
"trailing arbutus","Epigaea repens","2022-04-19","Bar Harbor, ME 04609, USA",44.389955,-68.2356658333,"All observations"
"trailing arbutus","Epigaea repens","2022-04-17","Bar Harbor, ME 04609, USA",44.380660217,-68.2480090857,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2022-04-16","Acadia National Park, Southwest Harbor, ME, US",44.2338783333,-68.3208083333,"All observations"
"trailing arbutus","Epigaea repens","2022-04-11","Acadia National Park, Bar Harbor, ME, US",44.3656833333,-68.255975,"All observations"
"trailing arbutus","Epigaea repens","2022-03-13","Acadia National Park, Bar Harbor, ME, US",44.3672289269,-68.2314398847,"All observations"
"trailing arbutus","Epigaea repens","2022-03-06","Acadia National Park, Bar Harbor, ME, US",44.39124167,-68.235345,"All observations"
"purple crownvetch","Securigera varia","2021-11-08","Acadia National Park, Bar Harbor, ME, US",44.3264,-68.1862416667,"All observations"
"trailing arbutus","Epigaea repens","2021-10-24","Bar Harbor, ME, USA",44.3981226736,-68.2551613033,"All observations"
"red pine","Pinus resinosa","2021-10-24","Bar Harbor, ME, USA",44.3954717717,-68.2545635523,"All observations"
"broom crowberry","Corema conradii","2021-10-23","Birch Harbor",44.3518676758,-68.0483474731,"All observations"
"purple crownvetch","Securigera varia","2021-10-20","Acadia National Park, Bar Harbor, ME, US",44.3263883333,-68.186295,"All observations"
"Tufted Bulrush","Trichophorum cespitosum","2021-10-14","Acadia National Park, Southwest Harbor, ME, US",44.3061783333,-68.37465,"All observations"
"purple crownvetch","Securigera varia","2021-10-13","Acadia National Park, Bar Harbor, ME, US",44.3174883333,-68.1992716667,"All observations"
"trailing arbutus","Epigaea repens","2021-10-13","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3173866667,-68.28367,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-10-12","Southwest Harbor, ME, USA",44.238387324,-68.3018559851,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2021-10-09","Southwest Harbor, ME 04679, USA",44.241162,-68.30705,"All observations"
"broad-leaved goldenrod","Solidago flexicaulis","2021-10-09","Bar Harbor, ME 04609, USA",44.349344,-68.1894999722,"All observations"
"hairy Solomon's-seal","Polygonatum pubescens","2021-10-09","Bar Harbor, ME 04609, USA",44.3493369722,-68.1894259722,"All observations"
"Monarch","Danaus plexippus","2021-10-07","Thompson Island, Trenton, ME 04605, USA",44.4268926,-68.3655777,"All observations"
"Monarch","Danaus plexippus","2021-10-06","Winter Harbor, ME, USA",44.3622375747,-68.0402638248,"All observations"
"purple crownvetch","Securigera varia","2021-10-05","Acadia National Park, Bar Harbor, ME, US",44.327175,-68.1856083333,"All observations"
"Monarch","Danaus plexippus","2021-10-05","Gouldsboro, ME, USA",44.396915,-68.2111066667,"All observations"
"purple crownvetch","Securigera varia","2021-10-03","Maine, USA",44.3385559,-68.2733346,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2021-10-02","Acadia National Park, Bar Harbor, ME, US",44.3624533333,-68.207755,"All observations"
"white turtlehead","Chelone glabra","2021-10-02","Acadia National Park, Bar Harbor, ME, US",44.3623866667,-68.2078466667,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-10-02","Acadia National Park, Bar Harbor, ME, US",44.31572,-68.19085,"All observations"
"painted trillium","Trillium undulatum","2021-10-02","Maine, USA",44.3385559,-68.2733346,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2021-09-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3623971828,-68.2079317758,"All observations"
"white turtlehead","Chelone glabra","2021-09-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3624670018,-68.2078092552,"All observations"
"broad-leaved goldenrod","Solidago flexicaulis","2021-09-25","Acadia National Park, Bar Harbor, ME, US",44.3626676771,-68.2080048908,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-09-23","Acadia National Park, Mount Desert, ME, US",44.33203,-68.2634116667,"All observations"
"Cucumber Root","Medeola virginiana","2021-09-22","Acadia National Park, Bar Harbor, ME, US",44.343875,-68.2068166667,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-09-22","Acadia National Park, Bar Harbor, ME, US",44.3150458983,-68.1907870729,"All observations"
"Jack-in-the-Pulpit","Arisaema triphyllum","2021-09-21","Bar Harbor, ME 04609, USA",44.36241837,-68.20782486,"All observations"
"Monarch","Danaus plexippus","2021-09-21","Acadia National Park, Bar Harbor, ME, US",44.3975216667,-68.2096166667,"All observations"
"rock harlequin","Capnoides sempervirens","2021-09-20","Bar Harbor, ME, USA",44.408525627,-68.2599736579,"All observations"
"Roseroot","Rhodiola rosea","2021-09-18","Winter Harbor, ME, USA",44.3336182324,-68.0638481168,"All observations"
"blue vervain","Verbena hastata","2021-09-16","Bar Harbor, ME 04609, USA",44.3626108128,-68.2080686465,"All observations"
"white turtlehead","Chelone glabra","2021-09-15","Acadia National Park, Bar Harbor, ME, US",44.36277,-68.2080166667,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-09-13","Bar Harbor, ME 04609, USA",44.327469,-68.1849849722,"All observations"
"Cucumber Root","Medeola virginiana","2021-09-11","Bar Harbor",44.3480911255,-68.2058868408,"All observations"
"purple crownvetch","Securigera varia","2021-09-11","Acadia National Park, Birch Harbor, ME, US",44.33525,-68.0583805,"All observations"
"Monarch","Danaus plexippus","2021-09-11","Winter Harbor, ME, USA",44.3323902046,-68.0610644817,"All observations"
"Monarch","Danaus plexippus","2021-09-10","Winter Harbor, ME, USA",44.3353816103,-68.0593456263,"All observations"
"white baneberry","Actaea pachypoda","2021-09-06","Jordan Pond, Mount Desert, ME, US",44.3401966667,-68.2590466667,"All observations"
"Monarch","Danaus plexippus","2021-09-04","Acadia National Park, Birch Harbor, ME, US",44.376225,-68.0751638333,"All observations"
"Monarch","Danaus plexippus","2021-09-02","Acadia National Park, Bar Harbor, ME, US",44.3984079048,-68.2078235678,"All observations"
"Monarch","Danaus plexippus","2021-09-01","10 Schoodic Shores, Winter Harbor, ME 04693, USA",44.3367080457,-68.0568755418,"All observations"
"common heather","Calluna vulgaris","2021-08-30","Acadia National Park, Mount Desert, ME, US",44.319450026,-68.316931431,"All observations"
"Monarch","Danaus plexippus","2021-08-29","Birch Harbor, ME, US",44.3743906547,-68.0630528112,"All observations"
"small green wood orchid","Platanthera clavellata","2021-08-29","Bar Harbor, ME, USA",44.3769480437,-68.290656528,"All observations"
"dewdrop","Rubus dalibarda","2021-08-29","Bar Harbor, ME, USA",44.3780006102,-68.2888533162,"All observations"
"Wood Lily","Lilium philadelphicum","2021-08-28","Acadia National Park, Mount Desert, ME, US",44.3429666667,-68.2740466667,"All observations"
"Wood Lily","Lilium philadelphicum","2021-08-28","Acadia National Park, Mount Desert, ME, US",44.3288145094,-68.2711928369,"All observations"
"broom crowberry","Corema conradii","2021-08-27","Birch Harbor",44.3780021667,-68.0367355347,"All observations"
"Monarch","Danaus plexippus","2021-08-26","Acadia National Park, Birch Harbor, ME, US",44.3419844236,-68.0628998899,"All observations"
"Monarch","Danaus plexippus","2021-08-26","Trenton, ME 04605, USA",44.4270611624,-68.3644404434,"All observations"
"Cucumber Root","Medeola virginiana","2021-08-26","Tremont, ME, USA",44.2957328086,-68.3753065603,"All observations"
"maidenhair spleenwort","Asplenium trichomanes","2021-08-25","Acadia National Park, Bar Harbor, ME, US",44.3483250015,-68.1930616667,"All observations"
"American germander","Teucrium canadense","2021-08-24","Acadia National Park, Southwest Harbor, ME, US",44.23778,-68.30640333,"All observations"
"white turtlehead","Chelone glabra","2021-08-22","Acadia National Park, Bar Harbor, ME, US",44.3810533333,-68.254325,"All observations"
"pink lady's slipper","Cypripedium acaule","2021-08-20","Bar Harbor, ME, USA",44.3926966135,-68.230925652,"All observations"
"small green wood orchid","Platanthera clavellata","2021-08-19","Winter Harbor, ME, USA",44.341102545,-68.0574050435,"All observations"
"Roseroot","Rhodiola rosea","2021-08-19","Winter Harbor, ME, USA",44.3331015096,-68.062540915,"All observations"
"eastern poison ivy","Toxicodendron radicans","2021-08-19","Winter Harbor, ME, USA",44.3358424033,-68.0570650598,"All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2021-08-19","Winter Harbor, ME, USA",44.3348806837,-68.0518931738,"All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2021-08-19","Winter Harbor, ME, USA",44.3345123312,-68.0520648352,"All observations"
"Bifid Hemp-nettle","Galeopsis bifida","2021-08-19","Winter Harbor, ME, USA",44.3350648591,-68.0523223273,"All observations"
"Saltmarsh Sand Spurry","Spergularia marina","2021-08-19","Winter Harbor, ME, USA",44.3345737234,-68.0520648352,"All observations"
"Monarch","Danaus plexippus","2021-08-19","Acadia National Park, Mount Desert, ME, US",44.3196694221,-68.2541006872,"All observations"
"purple crownvetch","Securigera varia","2021-08-18","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.35275104,-68.22624676,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-08-17","Isle Au Haut, Acadia National Park, Knox County, US-ME, US",44.0275230408,-68.6482086182,"All observations"
"Cucumber Root","Medeola virginiana","2021-08-17","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3013916016,-68.3653335571,"All observations"
"purple crownvetch","Securigera varia","2021-08-17","Acadia National Park, Bar Harbor, ME, US",44.3712283333,-68.2055133333,"All observations"
"purple crownvetch","Securigera varia","2021-08-16","Bar Harbor, ME, USA",44.352622,-68.226348,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2021-08-16","Acadia National Park, Bar Harbor, ME, US",44.3525543483,-68.222822724,"All observations"
"flat-topped goldenrod","Euthamia graminifolia","2021-08-15","Acadia National Park, Bar Harbor, ME, US",44.3700506422,-68.2060634159,"All observations"
"Eastern Skunk Cabbage","Symplocarpus foetidus","2021-08-15","Acadia National Park, Bar Harbor, ME, US",44.3630836951,-68.2077347115,"All observations"
"blue vervain","Verbena hastata","2021-08-15","Acadia National Park, Mount Desert, ME, US",44.320975,-68.2539666667,"All observations"
"blue vervain","Verbena hastata","2021-08-15","Acadia National Park, Mount Desert, ME, US",44.3204833333,-68.25432,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-13","Acadia National Park, Southwest Harbor, ME, US",44.2289291555,-68.3209064138,"All observations"
"Monarch","Danaus plexippus","2021-08-12","Southwest Harbor, ME, USA",44.2535268677,-68.3405588933,"All observations"
"common heather","Calluna vulgaris","2021-08-11","Mt Desert, ME 04660, USA",44.3198289722,-68.316775,"All observations"
"bird's-foot trefoil","Lotus corniculatus","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.335695,-68.0615388333,"All observations"
"Broad-leafed Helleborine","Epipactis helleborine","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3363216667,-68.0617916667,"All observations"
"common milkweed","Asclepias syriaca","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3363616667,-68.0617528333,"All observations"
"Monarch","Danaus plexippus","2021-08-08","Birch Harbor",44.3368797302,-68.0620574951,"All observations"
"common heather","Calluna vulgaris","2021-08-08","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.3194530812,-68.316988377,"All observations"
"Saltmarsh Sand Spurry","Spergularia marina","2021-08-07","Winter Harbor, ME, USA",44.332523,-68.061177,"All observations"
"Oysterplant","Mertensia maritima","2021-08-06","Maine, US",44.3867372734,-68.0718115982,"All observations"
"broom crowberry","Corema conradii","2021-08-06","Gouldsboro, ME 04613, USA",44.37828568,-68.03686369,"All observations"
"American fly-honeysuckle","Lonicera canadensis","2021-08-06","Winter Harbor, ME 04693, USA",44.3690861111,-68.0768833333,"All observations"
"Oysterplant","Mertensia maritima","2021-08-06","Maine, US",44.3457692683,-68.0504017962,"All observations"
"Sea Milkwort","Lysimachia maritima","2021-08-06","Winter Harbor, ME 04693, USA",44.3414694444,-68.0583805556,"All observations"
"Roseroot","Rhodiola rosea","2021-08-06","Winter Harbor, ME 04693, USA",44.3324861111,-68.0606027778,"All observations"
"Tufted Bulrush","Trichophorum cespitosum","2021-08-06","Winter Harbor, ME 04693, USA",44.3330555556,-68.0619277778,"All observations"
"broom crowberry","Corema conradii","2021-08-06","Gouldsboro, ME 04613, USA",44.3781055556,-68.0367888889,"All observations"
"blue vervain","Verbena hastata","2021-08-06","Acadia National Park, ME, USA",44.3218302347,-68.2521629333,"All observations"
