"common.name","scientific.name","observed.on","place.guess","latitude","longitude","cat"
"glossy buckthorn","Frangula alnus","2021-10-21","Marshall Brook, Southwest Harbor, ME, US",44.2546242569,-68.346997602,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-21","Acadia National Park, Southwest Harbor, ME, US",44.2544899369,-68.3465003037,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-21","Mount Desert Island, Southwest Harbor, ME, US",44.2548921425,-68.3466005512,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-21","Acadia National Park, Southwest Harbor, ME, US",44.2565852451,-68.3471900505,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-21","Acadia National Park, Southwest Harbor, ME, US",44.2564511346,-68.3473483008,"All observations"
"rugosa rose","Rosa rugosa","2021-10-15","Acadia National Park, Mount Desert, ME, US",44.3416583333,-68.25467,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-10-15","Bar Island, Acadia National Park, Hancock, Maine, United States",44.39776,-68.2091916667,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-14","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3692626953,-68.2117233276,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-14","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3631691,-68.2014261,"All observations"
"rugosa rose","Rosa rugosa","2021-10-14","Acadia National Park, Bar Harbor, ME, US",44.3277273892,-68.1851958326,"All observations"
"rugosa rose","Rosa rugosa","2021-10-11","Southwest Harbor, ME 04679, USA",44.228197,-68.3110609722,"All observations"
"rugosa rose","Rosa rugosa","2021-10-09","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3329162598,-68.0615386963,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-10-08","Bar Harbor, ME 04609, USA",44.3206083333,-68.1894138889,"All observations"
"glossy buckthorn","Frangula alnus","2021-10-07","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3632774353,-68.2096939087,"All observations"
"rugosa rose","Rosa rugosa","2021-10-06","Bar Harbor, ME 04609, USA",44.3208027778,-68.1885444444,"All observations"
"rugosa rose","Rosa rugosa","2021-10-06","Bass Harbor, ME 04653, USA",44.2223027778,-68.3377527778,"All observations"
"rugosa rose","Rosa rugosa","2021-10-05","Acadia National Park, Bar Harbor, ME, US",44.3108966667,-68.1891116667,"All observations"
"rugosa rose","Rosa rugosa","2021-10-04","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3173534874,-68.1987564229,"All observations"
"rugosa rose","Rosa rugosa","2021-10-04","Bar Harbor, ME 04609, USA",44.3532805556,-68.2232611111,"All observations"
"rugosa rose","Rosa rugosa","2021-10-04","Mount Desert Island, Bar Harbor, ME, US",44.3174622482,-68.1995701229,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-10-03","Acadia National Park, Bar Harbor, ME, US",44.3976222761,-68.2092898983,"All observations"
"colt's-foot","Tussilago farfara","2021-10-03","Maine, USA",44.3385559,-68.2733346,"All observations"
"rugosa rose","Rosa rugosa","2021-10-02","Acadia National Park, Bar Harbor, ME, US",44.3108866667,-68.189095,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-30","Acadia National Park, Bar Harbor, ME, US",44.3669782571,-68.2110766066,"All observations"
"rugosa rose","Rosa rugosa","2021-09-30","Acadia National Park, Birch Harbor, ME, US",44.365295,-68.0761195,"All observations"
"rugosa rose","Rosa rugosa","2021-09-29","Winter Harbor",44.3683166504,-68.0765914917,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Acadia National Park, Hancock County, US-ME, US",44.2561035156,-68.3472671509,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Southwest Harbor",44.2564620972,-68.3471984863,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Southwest Harbor",44.2564620972,-68.3471984863,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564620972,-68.3471984863,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2565116882,-68.3470306396,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564697266,-68.34740448,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564086914,-68.3474273682,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564086914,-68.3474273682,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2562637329,-68.3475799561,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564086914,-68.3474273682,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2564086914,-68.3474273682,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.256187439,-68.3483047485,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Southwest Harbor",44.2545433044,-68.3468017578,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Hancock County, US-ME, US",44.2545633921,-68.3467020436,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Mount Desert Island, Southwest Harbor, ME, US",44.2544912361,-68.3467842825,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-28","Hancock County, US-ME, US",44.2543988778,-68.3467583641,"All observations"
"rugosa rose","Rosa rugosa","2021-09-28","Maine, US",44.2434050943,-68.3340406045,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-09-27","Acadia National Park, Bar Harbor, ME, US",44.3977068989,-68.2095128585,"All observations"
"rugosa rose","Rosa rugosa","2021-09-27","Southwest Harbor, ME, USA",44.231483918,-68.3160734255,"All observations"
"rugosa rose","Rosa rugosa","2021-09-25","Acadia National Park, Birch Harbor, ME, US",44.3748717567,-68.0747649461,"All observations"
"rugosa rose","Rosa rugosa","2021-09-24","Winter Harbor, ME 04693, USA",44.37618614,-68.07510758,"All observations"
"rugosa rose","Rosa rugosa","2021-09-24","Winter Harbor, ME 04693, USA",44.37622383,-68.07510627,"All observations"
"rugosa rose","Rosa rugosa","2021-09-24","Bar Harbor, ME 04609, USA",44.3109083333,-68.1891416667,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-23","Bar Harbor, ME 04609, USA",44.37024687,-68.21204587,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-09-21","Acadia National Park, Bar Harbor, ME, US",44.397655,-68.209245,"All observations"
"rugosa rose","Rosa rugosa","2021-09-19","Acadia National Park, Birch Harbor, ME, US",44.3762179095,-68.0751571417,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-09-19","Bar Island",44.398151412,-68.2069099322,"All observations"
"rugosa rose","Rosa rugosa","2021-09-17","Gulf of Maine, Southwest Harbor, ME, US",44.2293616667,-68.313125,"All observations"
"Bull Thistle","Cirsium vulgare","2021-09-17","Acadia National Park, Southwest Harbor, ME, US",44.2295116667,-68.3129283333,"All observations"
"glossy buckthorn","Frangula alnus","2021-09-16","Bar Harbor, ME 04609, USA",44.3665764929,-68.2109158114,"All observations"
"rugosa rose","Rosa rugosa","2021-09-16","Acadia National Park, Birch Harbor, ME, US",44.3325883333,-68.0607221667,"All observations"
"rugosa rose","Rosa rugosa","2021-09-14","Bar Harbor",44.3173027039,-68.1998138428,"All observations"
"rugosa rose","Rosa rugosa","2021-09-11","Acadia National Park, Birch Harbor, ME, US",44.3602783333,-68.0765833333,"All observations"
"rugosa rose","Rosa rugosa","2021-09-09","Acadia National Park, Birch Harbor, ME, US",44.376245,-68.0751111667,"All observations"
"rugosa rose","Rosa rugosa","2021-09-09","Acadia National Park, Southwest Harbor, ME, US",44.238695,-68.3014966667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-09-07","Bar Harbor, ME 04609, USA",44.32083243,-68.18867638,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-09-06","Acadia National Park, Birch Harbor, ME, US",44.3437116667,-68.0665195,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-09-06","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.2995223999,-68.2184753418,"All observations"
"rugosa rose","Rosa rugosa","2021-09-06","Acadia National Park, Birch Harbor, ME, US",44.3454583333,-68.0660778333,"All observations"
"colt's-foot","Tussilago farfara","2021-09-04","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3302268982,-68.1840286255,"All observations"
"colt's-foot","Tussilago farfara","2021-09-04","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.330225784,-68.1840251286,"All observations"
"rugosa rose","Rosa rugosa","2021-09-04","Acadia National Park, Birch Harbor, ME, US",44.3762283333,-68.0751333333,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-31","Gulf of Maine, Bar Harbor, ME, US",44.3070991825,-68.1930578483,"All observations"
"glossy buckthorn","Frangula alnus","2021-08-31","Acadia National Park, Bar Harbor, ME, US",44.3693276262,-68.2064514422,"All observations"
"rugosa rose","Rosa rugosa","2021-08-30","Acadia National Park, Birch Harbor, ME, US",44.33310333,-68.06121117,"All observations"
"rugosa rose","Rosa rugosa","2021-08-30","Otter Creek, ME 04660, USA",44.3172060506,-68.1996374577,"All observations"
"rugosa rose","Rosa rugosa","2021-08-30","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3173506692,-68.199050841,"All observations"
"rugosa rose","Rosa rugosa","2021-08-29","Acadia National Park, Southwest Harbor, ME, US",44.2292966667,-68.3125833333,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-29","Winter Harbor, ME, USA",44.3439361111,-68.0664888889,"All observations"
"rugosa rose","Rosa rugosa","2021-08-28","Cadillac Mountain",44.3526128478,-68.2251036912,"All observations"
"rugosa rose","Rosa rugosa","2021-08-28","Acadia National Park, Birch Harbor, ME, US",44.3428583333,-68.059975,"All observations"
"rugosa rose","Rosa rugosa","2021-08-26","Acadia National Park, Bar Harbor, ME, US",44.3173613535,-68.1991007876,"All observations"
"rugosa rose","Rosa rugosa","2021-08-25","Gulf of Maine, Southwest Harbor, ME, US",44.2292716667,-68.3129716667,"All observations"
"Bull Thistle","Cirsium vulgare","2021-08-24","Acadia National Park, Southwest Harbor, ME, US",44.229355,-68.31231667,"All observations"
"rugosa rose","Rosa rugosa","2021-08-24","Acadia National Park, Southwest Harbor, ME, US",44.23319667,-68.30875333,"All observations"
"rugosa rose","Rosa rugosa","2021-08-22","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3387549278,-68.0454925821,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-21","Acadia National Park, Birch Harbor, ME, US",44.3325425964,-68.0608488154,"All observations"
"creeping thistle","Cirsium arvense","2021-08-20","Southwest Harbor, ME 04679, USA",44.2288777778,-68.31115,"All observations"
"rugosa rose","Rosa rugosa","2021-08-20","Southwest Harbor, ME 04679, USA",44.2289888889,-68.3124388889,"All observations"
"rugosa rose","Rosa rugosa","2021-08-19","Birch Harbor",44.3653068542,-68.0763092041,"All observations"
"purple loosestrife","Lythrum salicaria","2021-08-19","Acadia National Park, Bar Harbor, ME, US",44.3755416667,-68.191925,"All observations"
"rugosa rose","Rosa rugosa","2021-08-19","Acadia National Park, Bar Harbor, ME, US",44.3293883333,-68.1786333333,"All observations"
"rugosa rose","Rosa rugosa","2021-08-18","Acadia National Park, Birch Harbor, ME, US",44.3387666667,-68.0466388333,"All observations"
"rugosa rose","Rosa rugosa","2021-08-18","Mt Desert, ME 04660, USA",44.3172497095,-68.1996585801,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-08-15","Bar Harbor",44.3973617554,-68.2101669312,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-15","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.2996643298,-68.2182054688,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-14","Bar Harbor",44.3207702637,-68.1887817383,"All observations"
"rugosa rose","Rosa rugosa","2021-08-13","Acadia National Park, Birch Harbor, ME, US",44.3762037975,-68.0751637001,"All observations"
"rugosa rose","Rosa rugosa","2021-08-13","Gulf of Maine, Southwest Harbor, ME, US",44.2254763144,-68.318056902,"All observations"
"rugosa rose","Rosa rugosa","2021-08-12","Acadia National Park, Bar Harbor, ME, US",44.3522383333,-68.2238083333,"All observations"
"glossy buckthorn","Frangula alnus","2021-08-12","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3667980738,-68.210973594,"All observations"
"glossy buckthorn","Frangula alnus","2021-08-12","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3636467881,-68.2102381937,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-11","Acadia National Park, Birch Harbor, ME, US",44.3326721096,-68.0609312879,"All observations"
"rugosa rose","Rosa rugosa","2021-08-11","Acadia National Park, Southwest Harbor, ME, US",44.2295216667,-68.3144216667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-10","Birch Harbor",44.3333740234,-68.0624771118,"All observations"
"rugosa rose","Rosa rugosa","2021-08-10","Winter Harbor, ME 04693, USA",44.34283795,-68.06000513,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3335818554,-68.0634381714,"All observations"
"rugosa rose","Rosa rugosa","2021-08-10","Acadia National Park, Birch Harbor, ME, US",44.3743283333,-68.0713278333,"All observations"
"rugosa rose","Rosa rugosa","2021-08-06","Winter Harbor, ME 04693, USA",44.3694687997,-68.0772766997,"All observations"
"rugosa rose","Rosa rugosa","2021-08-06","Winter Harbor, ME 04693, USA",44.3692888889,-68.0772611111,"All observations"
"rugosa rose","Rosa rugosa","2021-08-06","Winter Harbor, ME 04693, USA",44.35819884,-68.07662036,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-08-05","Acadia National Park, Bar Harbor, ME, US",44.3521365374,-68.2239440532,"All observations"
"rugosa rose","Rosa rugosa","2021-08-05","Acadia National Park, Bar Harbor, ME, US",44.3209324976,-68.1887033381,"All observations"
"rugosa rose","Rosa rugosa","2021-08-04","Acadia National Park, Winter Harbor, ME, US",44.3342726,-68.0516271061,"All observations"
"rugosa rose","Rosa rugosa","2021-08-04","Gulf of Maine, Winter Harbor, ME, US",44.3343572031,-68.0518542142,"All observations"
"rugosa rose","Rosa rugosa","2021-08-03","Bar Harbor",44.3294296265,-68.1806182861,"All observations"
"rugosa rose","Rosa rugosa","2021-08-02","Southwest Harbor",44.2220039368,-68.3374404907,"All observations"
"rugosa rose","Rosa rugosa","2021-08-02","Mount Desert",44.3136177063,-68.2141036987,"All observations"
"rugosa rose","Rosa rugosa","2021-08-02","Acadia National Park, Bar Harbor, ME, US",44.3529206938,-68.2240338466,"All observations"
"rugosa rose","Rosa rugosa","2021-08-01","Henry Cove, Winter Harbor, ME, US",44.3762197718,-68.0752823689,"All observations"
"rugosa rose","Rosa rugosa","2021-08-01","Southwest Harbor, ME 04679, USA",44.22944864,-68.31291702,"All observations"
"rugosa rose","Rosa rugosa","2021-07-30","Winter Harbor, ME 04693, USA",44.3388399722,-68.0451249722,"All observations"
"glossy buckthorn","Frangula alnus","2021-07-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.369934082,-68.2101898193,"All observations"
"rugosa rose","Rosa rugosa","2021-07-29","Acadia National Park, Bar Harbor, ME, US",44.32077,-68.1888116667,"All observations"
"Japanese barberry","Berberis thunbergii","2021-07-29","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3688659668,-68.2110061646,"All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Acadia National Park, Birch Harbor, ME, US",44.3761770861,-68.0751504223,"All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Mount Desert Island, Southwest Harbor, ME, US",44.2281916667,-68.3111583333,"All observations"
"rugosa rose","Rosa rugosa","2021-07-28","Hancock County, US-ME, US",44.222039,-68.33759658,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME 04679, USA",44.22922213,-68.31308642,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME 04679, USA",44.22926822,-68.3130708,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Mount Desert Island, Southwest Harbor, ME, US",44.2220372614,-68.3374330961,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Gulf of Maine, Birch Harbor, ME, US",44.3386028821,-68.045472351,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME, USA",44.2412043634,-68.300296246,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Southwest Harbor, ME, USA",44.2411733333,-68.3002083333,"All observations"
"rugosa rose","Rosa rugosa","2021-07-27","Winter Harbor, ME 04693, USA",44.3360929722,-68.056841,"All observations"
"creeping thistle","Cirsium arvense","2021-07-27","Nicatous Lake, Acadia National Park, Hancock, Maine, United States",44.2287138889,-68.3108805556,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-26","Mount Desert Island, Bar Harbor, ME, US",44.3172,-68.1998533333,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-07-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.36945,-68.2055972222,"All observations"
"creeping thistle","Cirsium arvense","2021-07-25","Bar Harbor, ME, USA",44.3301876319,-68.178716898,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-25","Bar Harbor, ME, USA",44.3284566667,-68.17466,"All observations"
"rugosa rose","Rosa rugosa","2021-07-24","Bar Harbor",44.3108444214,-68.1891174316,"All observations"
"Bull Thistle","Cirsium vulgare","2021-07-24","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.228757,-68.3110879722,"All observations"
"rugosa rose","Rosa rugosa","2021-07-22","Mount Desert",44.3140716553,-68.1936035156,"All observations"
"rugosa rose","Rosa rugosa","2021-07-21","Acadia National Park, Birch Harbor, ME, US",44.3329073598,-68.0613666832,"All observations"
"rugosa rose","Rosa rugosa","2021-07-21","Acadia National Park, Birch Harbor, ME, US",44.3652818073,-68.076357348,"All observations"
"glossy buckthorn","Frangula alnus","2021-07-21","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3550130958,-68.2438846026,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-07-20","Acadia National Park, Bar Harbor, ME, US",44.3975891406,-68.2096101624,"All observations"
"rugosa rose","Rosa rugosa","2021-07-20","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2305603027,-68.3131942749,"All observations"
"rugosa rose","Rosa rugosa","2021-07-20","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3332140622,-68.0586726583,"All observations"
"glossy buckthorn","Frangula alnus","2021-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3694785078,-68.2104718719,"All observations"
"glossy buckthorn","Frangula alnus","2021-07-19","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.364440918,-68.2099761963,"All observations"
"glossy buckthorn","Frangula alnus","2021-07-19","Acadia National Park, Bar Harbor, ME, US",44.3635699683,-68.2085206971,"All observations"
"rugosa rose","Rosa rugosa","2021-07-17","Acadia National Park, Southwest Harbor, ME, US",44.229590555,-68.3129196166,"All observations"
"rugosa rose","Rosa rugosa","2021-07-17","Gulf of Maine, Birch Harbor, ME, US",44.3622666667,-68.0399945,"All observations"
"rugosa rose","Rosa rugosa","2021-07-17","Acadia National Park, Hancock County, US-ME, US",44.3600582118,-68.1859535635,"All observations"
"rugosa rose","Rosa rugosa","2021-07-15","Cochrane Point, Acadia National Park, Hancock County, US-ME, US",44.3208427429,-68.1889343262,"All observations"
"rugosa rose","Rosa rugosa","2021-07-15","Little Cranberry Island, Cranberry Isles, ME, US",44.2615883333,-68.2396866667,"All observations"
"rugosa rose","Rosa rugosa","2021-07-14","Acadia National Park Visitor Center, Bar Harbor, ME, US",44.31243,-68.1900333333,"All observations"
"rugosa rose","Rosa rugosa","2021-07-14","Acadia National Park, Birch Harbor, ME, US",44.376205,-68.0751416667,"All observations"
"rugosa rose","Rosa rugosa","2021-07-13","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2219869118,-68.3373697638,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-12","Birch Harbor",44.3383522034,-68.0595779419,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-12","Winter Harbor",44.3382148743,-68.0594787598,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-12","Acadia National Park, Birch Harbor, ME, US",44.3361666667,-68.0593195,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-10","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-10","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,"All observations"
"rugosa rose","Rosa rugosa","2021-07-08","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3366127014,-68.0567779541,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-08","Bass Harbor, ME 04653, USA",44.22182,-68.3364299722,"All observations"
"rugosa rose","Rosa rugosa","2021-07-08","Acadia National Park",44.3388017424,-68.2733348384,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-08","Winter Harbor, ME, USA",44.3371532394,-68.0612781313,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-07","Acadia National Park, Birch Harbor, ME, US",44.33828,-68.059525,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-07","Acadia National Park, Birch Harbor, ME, US",44.3382033333,-68.059425,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-05","Bar Harbor, ME, USA",44.348880901,-68.2271870509,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-07-03","Acadia National Park, Birch Harbor, ME, US",44.3389145351,-68.0544031865,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-03","Winter Harbor, ME, USA",44.3750370276,-68.0742820044,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-03","Winter Harbor, ME, USA",44.3502613996,-68.0538436723,"All observations"
"rugosa rose","Rosa rugosa","2021-07-02","Gulf of Maine, Birch Harbor, ME, US",44.339782132,-68.0446983287,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Birch Harbor",44.3404769897,-68.0608978271,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3407389243,-68.0608845223,"All observations"
"rugosa rose","Rosa rugosa","2021-07-02","Acadia National Park, Birch Harbor, ME, US",44.3354067346,-68.061358016,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Acadia National Park, Bass Harbor, ME, US",44.2405616667,-68.30423,"All observations"
"Browntail Moth","Euproctis chrysorrhoea","2021-07-02","Acadia National Park, Bar Harbor, ME, US",44.338755,-68.183045,"All observations"
"Large-leaved lupine","Lupinus polyphyllus","2021-07-01","Sorrento",44.3981933594,-68.2065963745,"All observations"
"rugosa rose","Rosa rugosa","2021-06-29","Acadia National Park, Birch Harbor, ME, US",44.3329829098,-68.0616916572,"All observations"
"rugosa rose","Rosa rugosa","2021-06-29","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.3329811096,-68.0615539551,"All observations"
"rugosa rose","Rosa rugosa","2021-06-29","Acadia National Park, Cranberry Isles, ME, US",44.2375137516,-68.1971679773,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-28","Winter Harbor, ME 04693, USA",44.33414268,-68.0647638,"All observations"
"rugosa rose","Rosa rugosa","2021-06-28","Acadia National Park, Birch Harbor, ME, US",44.3390555028,-68.067113366,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-28","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.332233429,-68.0594940186,"All observations"
"rugosa rose","Rosa rugosa","2021-06-26","Cochrane Point, Acadia National Park, Hancock, Maine, United States",44.3292805556,-68.1836527778,"All observations"
"rugosa rose","Rosa rugosa","2021-06-26","Bar Harbor, ME, USA",44.3207166667,-68.1889472222,"All observations"
"rugosa rose","Rosa rugosa","2021-06-25","Acadia National Park, Birch Harbor, ME, US",44.3330383333,-68.0612195,"All observations"
"rugosa rose","Rosa rugosa","2021-06-23","Bass Harbor, ME 04653, USA",44.22207475,-68.33754101,"All observations"
"rugosa rose","Rosa rugosa","2021-06-23","Winter Harbor, ME 04693, USA",44.3653374167,-68.0762146667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-23","Winter Harbor, ME 04693, USA",44.3328339444,-68.0613318889,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-23","Winter Harbor, ME 04693, USA",44.3326543056,-68.0607798611,"All observations"
"rugosa rose","Rosa rugosa","2021-06-22","Winter Harbor, ME 04693, USA",44.332395,-68.060627,"All observations"
"rugosa rose","Rosa rugosa","2021-06-22","Acadia National Park, Southwest Harbor, ME, US",44.2295416667,-68.3129116667,"All observations"
"Japanese barberry","Berberis thunbergii","2021-06-21","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2870643596,-68.3903588635,"All observations"
"rugosa rose","Rosa rugosa","2021-06-20","Acadia National Park, Southwest Harbor, ME, US",44.233495,-68.319825,"All observations"
"rugosa rose","Rosa rugosa","2021-06-20","Gulf of Maine, Southwest Harbor, ME, US",44.22945,-68.3142866667,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-19","Acadia National Park, Birch Harbor, ME, US",44.3326633333,-68.0608666667,"All observations"
"glossy buckthorn","Frangula alnus","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3449604082,-68.2062307813,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-19","Acadia National Park, Birch Harbor, ME, US",44.332395,-68.0607445,"All observations"
"glossy buckthorn","Frangula alnus","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3447034173,-68.2062716508,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-19","Acadia National Park, Bar Harbor, ME, US",44.3107633333,-68.18908,"All observations"
"rugosa rose","Rosa rugosa","2021-06-19","Acadia National Park, Southwest Harbor, ME, US",44.23162,-68.3149716667,"All observations"
"rugosa rose","Rosa rugosa","2021-06-18","Mount Desert Island, Southwest Harbor, ME, US",44.2367877765,-68.302999232,"All observations"
"rugosa rose","Rosa rugosa","2021-06-17","Southwest Harbor",44.2482681274,-68.334312439,"All observations"
"bittersweet nightshade","Solanum dulcamara","2021-06-17","Mount Desert Island, Bar Harbor, ME, US",44.3172866835,-68.1996918505,"All observations"
"rugosa rose","Rosa rugosa","2021-06-15","Nicatous Lake, Acadia National Park, Hancock County, US-ME, US",44.2422561646,-68.2994842529,"All observations"
"rugosa rose","Rosa rugosa","2021-06-15","Bass Harbor",44.2422561646,-68.2994842529,"All observations"
"rugosa rose","Rosa rugosa","2021-06-14","Schoodic Point, Acadia National Park, Hancock County, US-ME, US",44.37612452,-68.07518145,"All observations"
"rugosa rose","Rosa rugosa","2021-06-14","Acadia National Park, Bar Harbor, ME, US",44.3810254,-68.23047445,"All observations"
"rugosa rose","Rosa rugosa","2021-06-14","Acadia National Park, Bar Harbor, ME, US",44.3301662086,-68.1836288962,"All observations"
"rugosa rose","Rosa rugosa","2021-06-14","Bar Harbor",44.3470840454,-68.215385437,"All observations"
"rugosa rose","Rosa rugosa","2021-06-13","Acadia National Park, Birch Harbor, ME, US",44.3426804664,-68.0598004908,"All observations"
